;ID;subs;text
1403;5516;fear;Ik heb een aantal opties openstaan. Deze heeft mijn voorkeur. Er is niet veel tijd, je zal iets moeten doen om je bedrijf te redden.
1404;1608;surprise;Niet binnenkomen, je mag me niet zien.
1405;7815;surprise;In Afrika kun je dat nodig hebben. Afrika?
1406;6744;happiness;Op Rik kunnen we in elk geval rekenen. Ik kan niet wachten. Ik wil haar heel graag hier hebben. Laten we gaan.
1407;8315;neutrality;Ziet er goed uit, he. Klaar? Ja.
1408;5734;neutrality;Ik denk dat Anton haar beter begrijpt. Jij bent zo lang uit beeld geweest.
1409;3921;happiness;En dan kom jij lekker bij me zitten. Zetten we 'n muziekje op.
1411;3597;anger;En is er dan iemand anders die ik kan bellen?
1412;7761;fear;maar ik werd achtervolgd door twee vrouwen. Ja, hoor.
1413;3308;neutrality;Laat het me maar weten. Heel veel sterkte voor Sam en Olivier.
1414;7575;neutrality;Je bent gewaarschuwd. Rome heeft ongeveer 320 tassenwinkels.
1415;4939;sadness;Ja? Dat klopt. Ik vond 't ook heel erg gezellig, maar ik... Ik zie je nog weleens.
1418;7243;anger;En jij? Hee, ik firt niet, maak geen opmerkingen over het verleden. Ik doe precies wat je van me gevraagd hebt, wat wil je nog meer?
1420;5680;neutrality;Nee, natuurlijk niet. Maar wel voor potten, pannen, fans en sponsors.
1421;313;sadness;Ik denk heel graag mee, maar het is niet anders. Weet ik wel. Ik vind 't heel vervelend.
1424;6476;fear;Wat is daar de reden van? Daar ga ik nu liever niet op in.
1426;3875;neutrality;Nee. Maar we moeten het er wel over hebben. Het is best een gedoe, he? Je kan niet zomaar naar je huisarts gaan en zeggen dat je 'n spuit wil.
1427;2703;neutrality;Hee pap. Hee.
1428;4736;neutrality;Gast, moet je kijken.
1429;4194;anger;Nee, ik eigenlijk ook niet. Hoe moeilijk is het om even een berichtje te sturen?
1431;6186;fear;is dat niet... Floor? Goed dat je er bent.
1434;77;neutrality;Hallo.
1438;2272;anger;Thijs, er mag niemand bij 'r, het gaat niet goed met 'r. Opzij.
1439;6347;anger;Je wordt bedankt. Kan je hem uitleggen dat iedereen emoties heeft, niet alleen vrouwen?
1440;3724;anger;Zitten, nu!
1441;6209;happiness;Ik vind het juist heel lief wat je allemaal doet.
1442;7441;anger;Ik ben toch van die man gescheiden?
1443;2513;happiness;Dit is wat we allebei willen. Een kindje van ons samen.
1444;2983;happiness;Dit wordt 'n geweldige huwelijksreis.
1445;7820;neutrality;Hier is het groot konijnenfeest.
1447;6574;fear;Ik heb 't aangeboden. Ik durf er niet nog een keer over te beginnen.
1449;4300;fear;Doe het niet. Blijf daar.
1450;603;anger;Ays, stop hiermee.
1451;1747;surprise;en een sponsordeal ter waarde van 50.000 euro. Wow, ik weet het niet, hoor.
1452;7814;anger;Geef dat door aan de politie. Wat houdt dat in? Dat bewijst dat er hier geen cholera heerst.
1454;2427;neutrality;Ehm... Na de speeches? Dan kunnen ze zich er de hele avond op verheugen. Sorry.
1455;2602;neutrality;Al iets gehoord?
1458;3605;neutrality;Ik regel de dj. Nu nog?
1460;7029;anger;Ouwe? Wie is hier een ouwe? Je moet wel oppassen. Mam!
1461;1388;fear;Foute beslissing. We hadden kunnen weten dat 't uit zou komen, maar...
1462;1185;fear;Sjoerd raakte in paniek omdat Aysen ook zwanger was en...
1463;6673;surprise;Of wil ik dat niet weten?
1464;1933;fear;Ben je geholpen? Nee, ik ben gewoon ontsnapt. Heeft iemand je gezien?
1467;2728;happiness;Als je het zo kunt oplossen, Anna, heel graag. Dank je wel. Ze wil niks eten.
1469;7718;fear;Ze is niet warm, hoor. Moet ik even Anton bellen?
1472;4309;anger;k heb niks. Wil je me nu wijsmaken... Nina, doe eens even normaal.
1473;4284;fear;Ik kon hem gewoon niet alleen laten. En ik ben zelf ook de hele tijd met Teddy bezig.
1474;3369;anger;Straks flip ik helemaal, sla ik hem in elkaar. Dit is enger voor hem dan voor jou.
1476;787;anger;Ik hou van 'm, ik hou van jou. Maak me dat een slecht mens? Nee!
1477;6085;happiness;Nou ja, wat zal ik zeggen. Ik hou alle opties open. Met een hele knappe bodybuilder.
1478;1413;neutrality;Met... Wat die zwangerschap betreft, bedoel ik. Voorlopig niets. Ik laat je weten wanneer je er weer over mag praten met je vriend.
1479;6103;happiness;Muziek dat voel je, dat zit in je bloed.
1480;681;happiness;such a good cook... ' Ja, hier. Ik heb je in ieder geval aan het lachen gekregen. Jazeker. Dit had ik echt even nodig. Dank je wel. Alsjeblieft. Ik ga even naar Teddy kijken. Ja.
1481;6275;anger;Kan ik het omschrijven als opwinding? Ik zou Bing nooit met zo'n vrouw meesturen. Lekker veel vertrouwen heb jij dan. Wel in Bing. Maar niet in die vrouw. Ja, ik zou het wel graag van tevoren nog effe lezen.
1482;3873;sadness;Dat kan niet meer. Ik kan niet meer.
1483;511;neutrality;Ze hebben weer onderzoeken gedaan en daar is ook niks uitgekomen.
1484;1888;sadness;Teddy is een vechter, alleen op dit moment kan niemand iets doen. Behalve hopen dat er snel een donor gevonden wordt.
1485;1815;neutrality;Kijk eens.
1486;7743;surprise;Zo, een echte Bouwhuis. Bram Bouwhuis. Supercool. Kom maar. Moeten jullie niet in De Rozenboom zijn?
1487;6576;surprise;Precies, via 'n anonieme derde die door mij aangestuurd wordt. Ik weet niet hoe ver Ludo wil gaan. Tot nu toe ging het over dertig procent... maar ik probeer 't hele aandelenpakket in handen te krijgen. Mijn vaders hele aandelenpakket?
1489;7579;happiness;Lekker eten, lekker... Voornamelijk ontspannen en genieten. Maak er wat van. Doen we zeker.
1490;5071;surprise;Wat de fuck?
1491;4746;surprise;Hee. Waar was je nou? En belangrijker: waar is de popcorn?
1493;4399;anger;Het heeft mij de relatie met Pelle gekost. hele leven is verziekt door die hiv. En jij belt de jongens met wie je het hebt gedaan niet eens op? Je gaat er gewoon weer een versieren. Ik heb het niet.
1494;4888;happiness;Job, ik heb een... visagist slash stylist. Ze komt vanavond even kennismaken. Voor 10.000 verzorgt ze je het hele jaar. Inclusief reiskosten en materiaal. Zeg even dat mannen geen make- up nodig hebben. Mannen...
1495;7998;anger;Nogmaals: ik wil niks met hem. Dan doe je precies hetzelfde. En bij de jongen daarna? Ook. En die daarna. Dat slaat helemaal nergens op. Nee?
1497;3247;anger;dan moeten wij elkaar misschien ook maar niet meer zien.
1498;2421;neutrality;Ehm... Ik snij wel wat voor je af.
1499;3499;sadness;Niet ophangen. Ik zat fout, ok? Ik had een rotdag, maar kan je alsjeblieft naar de opening komen? Luister nou...
1500;6191;neutrality;Gaan wij straks nog ergens heen? Beetje prive?
1501;5925;sadness;Je bent weinig thuis de laatste tijd, valt me op.
1502;4854;surprise;Nou ja, misschien een beetje, maar... Hee, wat is er nou?
1504;3619;neutrality;Dat is ook zo.
1505;1912;happiness;Zo, nou. Het is goed dat jullie er waren. Rikki vond het fijn.
1507;2058;surprise;Geloof je hem niet?
1509;3288;anger;Je belt ze maar. Zeg dat ik me terugtrek. Wij hebben die sponsoring nodig. En die views. Ik kan het nu niet meer ongedaan maken. jawel.
1511;5962;anger;Wat ben jij nou voor vader? Ze heeft aandacht nodig. Geen doka. Hier schieten we niks mee op.
1514;5015;happiness;Rikki wil alles wat hij zegt geloven, heel graag. Slaap maar lekker, lieverd.
1515;1311;anger;Je doet die deur open. Anders haal ik de politie erbij. Sjoerd, hou op.
1518;6790;happiness;Ik sta 'n recept te testen en ik krijg spontaan... nieuwe ideeen voor vlogs. Luister.
1520;3312;fear;Vrijdag de 13de, het is echt zo'n cliche. Ramp na ramp. Wat is er dan nog meer behalve Olivier? Bill. Die man achtervolgt me gewoon.
1521;7982;sadness;Waar moet ik de energie vandaan halen om opnieuw te beginnen?
1522;3984;anger;En dat ga je weer doen. Maak er een feestje van.
1525;2945;sadness;Het spijt me, lief...
1526;6236;neutrality;Dat is wat ik zie, wat ik proef. En dan heb ik nog niet eens alles geprobeerd.
1528;3624;surprise;Ja. Shit, natuurlijk.
1530;6107;surprise;Muziek, proeverij. Waarom kom je niet ook?
1533;3276;fear;Mensen willen weten hoe het met je gaat. Je had al dagen niks gepost, er kwamen vragen... Je had 'n berichtje kunnen plaatsen dat 't wegens omstandigheden was?
1535;4708;sadness;Met dat roze haar. Ja. Die is overleden.
1536;7679;sadness;Ik weet dat ik fouten heb gemaakt, maar nu wordt alles anders.
1538;904;fear;Ze was doodsbang. Ze zou nooit vertrekken zonder mij. De politie vindt 'r wel. Wacht, d'r mobiel... Die kunnen we traceren, weet jij hoe dat moet? Laat 't de politie doen. Nee, als Maddy 'r heeft, dan hebben we geen tijd. Ik moet 'r vinden.
1542;5154;neutrality;en daar voel je je schuldig over. Maar dat hoeft niet. Dat is alleen maar menselijk.
1543;961;happiness;Hee! Mogen we met je op de foto? Ja, tuurlijk dat kan.
1545;7023;neutrality;deden we een wedstrijdje wie 't eerst bij de strandpaal was.
1546;2878;neutrality;Waarschijnlijk had hij 'n goede reden.
1547;141;fear;Ik denk dat ze nog veel meer van plan is.
1549;2779;anger;Ga Sjoerd maar troosten. Ays... Donder op!
1550;1766;neutrality;ok. Niet zo snel, we moeten 't over de voorwaarden hebben.
1551;958;neutrality;Komt ie.
1552;5502;anger;Sterke zet, de enige juiste. Het is geen strategische actie.
1553;5764;disgust;Pff.
1554;823;anger;Besef je dat je verantwoordelijk bent voor de hele uitvaart?
1555;6856;anger;Zodat de chef geen troep krijgt. De chef krijgt sowieso geen troep... want de chef krijgt alles wat hij maar wil.
1556;2918;anger;Je hebt hier uberhaupt niks te zoeken.
1557;6154;neutrality;Misschien heb ik toch wel 'n beetje trek.
1558;6416;fear;Gaat het al wat beter met haar? Ze voelt zich nogal eenzaam soms. Logisch, na alles wat ze heeft meegemaakt. Als 't opgelost is als ze in Toko komt wonen dan maakt 't mij niks uit. Ik wilde 't eigenlijk niet tegen je zeggen, maar... Kimberly wil niet inzien dat 't een vlucht is. Ze heeft 'issues' omdat haar pa weg is, maar zij denkt... dat 't aan de woonplek ligt. Maar je kan niet voor jezelf wegrennen.
1559;596;anger;Ja, hoor(!) Nee, serieus. Ik word af en toe compleet belaagd.
1560;4661;anger;Colaatje, alsjeblieft. Ik ook.
1561;4313;anger;Hij moet toegeven wat hij gedaan heeft. Hij heeft veel te verwerken. Praat niet over me alsof ik er niet ben. Ik hoef niks te verwerken.
1562;7267;sadness;Dat weet ik. Maar Sjoerd geeft zelf aan dat ie voorlopig geen goede vader is. Je weet dat ie dat wel is.
1563;5260;sadness;Wij zijn in de keuken. Ik wil nu graag... Ik wil nu graag met Sam alleen zijn.
1566;7755;happiness;Dus dat deed hij. Hij at wel duizend worteltjes en het werkte. Hij viel eindelijk in slaap.
1568;2899;anger;Wat vindt Bing hiervan? Het is m'n eigen beslissing, als je dat bedoelt.
1569;6652;anger;Dat was 't perfecte moment geweest om hem terug te pakken. Dan had ik gezegd: we zijn 'n match, maar sterf maar.
1570;3175;surprise;Zijn ze ons gevolgd naar het ziekenhuis of zo?
1571;642;happiness;Hee Sam. Wat leuk. Wil je wat drinken...
1572;2821;anger;Zet iedereen erop. Vind ze. Waarom betaal ik ze 'n godsvermogen als ze hun werk niet doen?
1574;5484;sadness;Ik heb een moeilijke tijd achter de rug. Ik ben mijn vriendin verloren. En mijn ex... nou, het is niet belangrijk. Ik ben gewoon niet klaar voor...
1575;2661;surprise;Dat ze zo ver is gegaan om 't weg te laten halen.
1576;5486;anger;Haal jij je maar niks in je hoofd, hoor.
1577;2347;neutrality;Een dubbele bruiloft betekent dat we 'n hoop moeten doen... dus we gaan maar meteen beginnen. Ja, doen we.
1578;5661;happiness;Anna. ' Dat is lief.
1579;3383;anger;Jij mag je overal mee bemoeien, ik mag geen mening hebben?
1580;7254;anger;Later. Hoi. Ben je helemaal gek geworden? Waarom deed je dat?
1581;617;sadness;Ik heb het helemaal verkeerd aangepakt. Dat is niet zo.
1582;3085;happiness;Deze heb ik van m'n opa gekregen en nu geef ik hem door aan jou.
1584;6125;fear;Sam! Sam?
1585;4394;sadness;Dat vond ik altijd zo leuk aan jou, je humor. Maar 't is anders nu, je hebt hiv. Ik niet. Jij.
1586;2907;happiness;Ik moet gaan. Prinses.
1587;6097;neutrality;Dat is meer mijn afdeling. En ook die van jou, heb ik begrepen?
1588;4676;happiness;Nou, je leert gelijk koken. Zal je moeder blij mee zijn. Hee, zacht.
1590;1494;surprise;Mam, kijk.
1592;8078;neutrality;Ik hoor je niet.
1593;2920;sadness;Toen Rikki zei dat ze m'n dochter niet was, wist ik meteen... dat 't niet klopte. Dat is wat een vader voelt. Thijs.
1594;7904;happiness;En daardoor veel minder kwetsbaar. Bovendien: ik hou 't overzicht. Dus laat ze het maar proberen.
1595;1847;disgust;Alsof ik niet voor mezelf op kan komen.
1596;3737;happiness;Ik pak even een goodiebag. Leuke naam trouwens,
1599;5689;disgust;Laat je je carriere verpesten door Sjoerd?
1600;4637;happiness;Ja, ik heb ervoor gezorgd dat deze man zichzelf heeft aangegeven.
1601;102;anger;Het spijt me. Wat heb ik daar verdomme aan?
1603;2613;fear;Ze zijn nu echt al uren bezig. Ik bedoel, zo'n operatie moet toch nu al achter de rug zijn?
1605;5473;happiness;Ik moest nog vragen hoe je het vindt om een keer iets gezonds te eten.
1606;4595;anger;Dat is klinkklare onzin.
1607;7767;happiness;Bedankt. Ik ga ervantussen, jongen. Geef me een knuffel. o.
1608;3404;anger;Wat sta je nou stom te lachen?
1611;3792;anger;Hebben ze wel goed naar je hoofd gekeken? Kop houden.
1612;2906;sadness;En het is voor niemand makkelijk.
1613;4040;fear;En ik weet niet wanneer ik terugkom. Maar... waarom hebben wij dan net?
1614;3114;sadness;Heel veel sterkte met 't overeind houden van Sanders Inc. Dag, Ludo.
1615;2055;neutrality;right. eerst.
1616;2171;sadness;Mijn allerliefste Kimmie. Wanneer je dit leest ben ik weg. Ik heb net afscheid van je genomen. En het laatste wat ik zag... was een prachtige, stralende, volwassen vrouw. Met dat beeld in m'n hoofd trek ik de deur achter me dicht.
1617;7857;happiness;Je doet zo je best om me te helpen en dat waardeer ik enorm.
1618;276;disgust;van d'r werkgever of opdrachtgever, hoe je 't ook noemt. Ze dacht dat ie 't accepteerde tot ze werd aangereden. Dus je wil bij dat mens blijven?
1619;3214;happiness;Komt goed. Goed zo, schat.
1620;163;neutrality;Ja, begrijp ik. Ik ben zo weer weg.
1621;5059;disgust;Dat is 'n vader met gokschulden en 'n strafblad...
1623;8308;neutrality;Ik ga niet met jouw vriendin aan 'n montagetafel zitten. Ze mag 't zien als 't af is. Maar Anna is ook m'n manager.
1624;4873;neutrality;Je moet me even bijpraten. Hee, kom eens even hier, man. dat je zo relaxed reageert. Natuurlijk.
1627;8374;anger;Ik doe niets wat jullie niet willen. Ik kan hem alleen maar zeggen wat ik wil. En dat is gewoon 's ochtends met z'n vieren ontbijten.
1628;7207;neutrality;Hee, jij bent veel te hard voor jezelf.
1629;4147;neutrality;En om mensen te helpen die ondraaglijk en uitzichtloos lijden.
1630;7050;anger;Kan je keer serieus reageren? Pa, echt, Rikki is 'n volwassen vrouw.
1632;6585;anger;Als je me even de kans geeft om 't uit te leggen. Er was geen tijd. Ik zat met Maxime... Ga je Maxime nu de schuld van alles geven?
1633;1556;fear;dus toen jij belde hoopte ik zo dat dit het zou zijn.
1634;3320;surprise;Denk je dat ik dat niet heb gedaan? Dan is het niet overgekomen.
1636;72;neutrality;Geduwd, denk ik.
1638;1692;neutrality;Ik verwacht echt dat je me van alles hier op de hoogte houdt. Zodra ik iets weet, weet jij het ook.
1639;2049;fear;Ik wil je eerst nog wat vragen, maar je moet eerlijk antwoord geven.
1640;7439;disgust;Waarom zou ik met je vader zoenen? Ik ben getrouwd met Anton. Dat je dat van me denkt. Niet zomaar, daar ligt het bewijs.
1641;5261;happiness;Je doet het goed.
1642;7277;surprise;Is deze voor mij? Wauw. Wat kan jij een coole geitjes tekenen, zeg.
1643;4581;fear;Ze weet gewoon te veel. Ja, maar wie?
1644;890;neutrality;Mam, bel me terug.
1646;107;anger;Je had niets meer, je zwierf op straat. Dat wens ik niemand toe, jou zeker niet. Maar wat je vraagt... Is totale onzin? Laat maar zitten.
1647;3685;sadness;Echt, dat ben ik je verschuldigd.
1649;3810;sadness;Ays. Het was zo fout allemaal.
1650;1396;happiness;Jullie zijn echt heel erg lief.
1652;3667;neutrality;Prima.
1653;582;happiness;Keurig op tijd. Kijk eens. Lekker man, dank je wel. Eet smakelijk. Dank je. Werk ze, he.
1655;4092;neutrality;Anton?
1656;2067;neutrality;Ik ben de deskundige. Als je maar niet voor eigen rechter gaat spelen.
1657;6342;surprise;Daarvoor hoef je toch niet bij hem te wonen? Neem hem mee naar 'n voetbalwedstrijd.
1660;5981;anger;Wat sta je daar nog? Ga naar hem toe en verkloot het niet.
1661;2946;neutrality;maar Zeeland gaat voorlopig niet. Niet nu, maar over 'n paar... Als je gewoon rustig aan doet, zorg ik dat alles goed geregeld is.
1662;4537;neutrality;Maar wie?
1663;4316;surprise;Ik wil tot hem doordringen. Jij bent ziek, door hem, en je wilt hem helpen? Je wilde toch dat ik naar 't ziekenhuis ging?
1664;253;happiness;Slaap lekker. Ik ga ook maar 's tukken. Gezellig zeg(!)
1665;6853;happiness;Nou, dat begint al ergens op te lijken, toch? Ja, 't ziet er goed uit. Hee.
1666;5441;neutrality;Hee, Rover. Ben je ook alleen? Yup.
1667;833;disgust;Nou, jouw taak zit erop.
1669;1666;anger;Wie zegt dat? Men. Men? En sinds wanneer trek jij je wat aan van wat men vindt?
1670;3651;happiness;Welkom nogmaals in Nina en ik zijn echt supertrots. En ik niet alleen op de zaak, maar ook op Job...
1672;286;surprise;Vraag. Waar heb je haar ontmoet?
1673;4682;anger;Nou? We hebben elkaar een paar keer gesproken.
1674;1582;neutrality;Ze heeft 'n bedrijf in Rusland, steenrijk.
1675;4004;neutrality;Wil je het alleen met mij doen?
1677;865;anger;Ik weet waar het is, ik kom nu meteen.
1678;3855;sadness;Dat bent u niet, door uw buiktrauma kunt u niet zo'n operatie ondergaan.
1679;8431;sadness;Want zo werkt het met troost. Dat moet nu.
1680;7807;anger;Hij heeft zoveel verteld. Allemaal leugens. Hij zei dat het een verrassing was. Dit is toch ongelofelijk? Ik bel 't ziekenhuis. Zou hij haar iets aandoen?
1681;1680;happiness;Het voelt gewoon heel serieus opeens. Ja, dat is het, serieus. Wat een schatje ben je toch.
1682;1353;disgust;Je bent 'n debiel zonder ruggengraat. Je bent toch zwanger?
1684;3691;neutrality;Nina en ik hebben wat gemeen.
1685;7079;happiness;Ik hou van je. Ik hou ook van jou, schat. Dag. Ik kots van mezelf, weet je dat?
1686;6203;surprise;Het is toch goed gekomen bij jullie? Nou ja, een soort van.
1687;1525;surprise;Waar heb je het over?
1689;6785;surprise;Waarmee? Met Job verrassen. Ik wil iets romantisch doen. Waarom?
1690;175;surprise;Goh, je was... Jeetje, anders jij wel zeg. Niet goed? Ja, was heerlijk. Je moet vaker een dagje naar de sauna toe, jij. Je bent lief. Jij ook.
1691;1121;surprise;Zo komt het toch nooit af? Waar is Job, we zouden iets bespreken, toch? Job heeft het te druk met z'n fans(!)
1692;1247;sadness;Het was echt zo verschrikkelijk. Aysen heeft 't uitgemaakt.
1693;2396;sadness;Het is ook Sjoerds kindje, je kan dit niet besluiten zonder hem. Hij weet niet dat ik zwanger ben, dus hij mist niks. Waarom nu?
1694;599;happiness;Fanmail. Job, ik wil dolgraag een keer samen met je koken. Maar dat is niet het enige. ' Oeh. Hier.
1695;7812;fear;Ik geloof dit gewoon niet. Ik kan niet geloven... Ja, dank je wel.
1698;5928;neutrality;Er heeft daar niemand last van ons. Behalve de eigenaren van de auto's. Ik zorg ervoor dat dat krasje gerepareerd wordt, op mijn kosten.
1699;4311;anger;Als 't om mij gaat, kan ze fel reageren. Ga jij nu je excuses aanbieden? Zo komen we niet verder.
1700;5392;disgust;Dan zie ik Teddy tenminste ook als ze ontslagen wordt.
1701;5072;neutrality;Wat is er? Nee, niks. Sjoerd zegt dat... hij dacht dat 't niet zo was, maar ik dacht van wel. Ja, ik ook.
1702;6918;sadness;Job, je hebt alles verpest. Ik had eten, muziek, kaarsen.
1704;4352;neutrality;Fraude bij dochterondernemingen. Bing en Marcus worden als dader gezien.
1706;6175;neutrality;Hee, er willen wat meisjes met je op de foto.
1709;2889;sadness;Nou ja, dat... Dat vind ik ongelofelijk jammer. Ik wil graag zien wat al 't harde werken van jou heeft opgeleverd.
1710;321;surprise;Heeft ie daar reden toe dan? Nee, het heeft niks met Bill te maken. Als 't niks met Bill te maken heeft, waarom heb je dan haast?
1714;3171;neutrality;Beetje rust in huis. Is echt mooi geworden. Is fijn om in te werken, toch? Misschien heb je even een beetje afleiding nodig. Je hebt al dagen niet op je vlog gekeken.
1716;6784;happiness;Dat is mooi, dan kan je me helpen.
1717;7607;anger;Dat ik daar niet eerder aan heb gedacht.
1718;2342;fear;Ik ben de ringen vergeten.
1719;8259;disgust;Van jouw idee wordt hij goedkoop.
1720;4751;happiness;Dan leef je nog een beetje.
1721;7928;happiness;Het is niet toevallig dat ik je tegenkom op Valentijnsdag. De dag van het jaar wat mij betreft.
1722;11;sadness;Dan valt er inderdaad niets meer te zeggen.
1723;2675;sadness;beperkingen in het kortetermijn- geheugen...
1725;4613;happiness;Ligt hij wel lekker zo?
1726;3593;happiness;Ik heb het al eerder aangeboden. Het is geen enkel probleem...
1728;5182;surprise;Tuurlijk, wat denk je?
1730;2057;anger;Maar hij weet toch ook niet waar ze is? Dat zegt hij.
1731;7028;happiness;Ik ben nog niet zo snel als ik was, maar ik maak je sowieso in, ouwe.
1732;8119;happiness;Ik heb die lekkere blauwschimmel voor je gehaald.
1734;3616;anger;Nee, zonder dj kom ik niet eens binnen. En bedankt, pa(!)
1735;2627;anger;Ik wil niks meer met je te maken hebben, dringt dat niet tot je door?
1736;2071;sadness;We krijgen geen relaxed leven. Maddy zal ons blijven achtervolgen. Ik wil dat Kim ook niet aandoen.
1737;447;sadness;Ze heeft zich er net bij neergelegd dat je geen behandeling wil. Dat is jouw keus en die accepteren wij allemaal. Maar zo'n huwelijk maakt het wel wat extra beladen. Maar je hebt gelijk, ze is sterk.
1738;3951;sadness;Aysen is helemaal klaar met mij. Ik mocht niet eens mee. Noud is nu bij haar.
1739;2880;happiness;Die is naar Ludo. Om te vertellen dat we weer samen zijn. Ik val intussen even in.
1743;7705;happiness;Het staat je mooi.
1744;283;happiness;Laat mij maar, ik neem het over. Het komt goed. Ik vind het heel lief dat je bezorgd bent, maar ik wil 'r niet vergeten. En voor jou is het best wel gezond om los te komen van je oude vader.
1745;3349;disgust;Als zij er niet mee om kan gaan dat ik volledig voor jou ga... dan is dat haar probleem. Eigenlijk doen jullie allebei hetzelfde.
1747;8231;anger;Goed, dat is dan duidelijk. Eruit. Ja, ja, ja.
1748;4925;sadness;Van ongeloof tot wanhoop.
1751;3477;disgust;Maak je niet zo druk, joh. Die uitslag klopt helemaal niet.
1752;5833;anger;Het gaat zo goed dat we dachten... we verlengen de overeenkomst met drie jaar. Wauw. Zodat je aan ons verbonden blijft. Wow. Totdat ik werd geattendeerd op een melding op Smoelaria. Toen zag ik waar je mee bezig was terwijl je 'n vlog had moeten doen. Zuipen, pokeren... Ho, wacht, u kunt toch... Ik kan het en ik doe het. En de boete van 10.000 komt daar nog eens bovenop. Dat is volstrekt onaanvaardbaar. Contractbreuk. Daarom willen we onze investering terug.
1753;6992;happiness;We kunnen nu eindelijk alles achter ons laten en normaal als gezin leven. Zonder geheimen.
1754;2357;happiness;Ik hou van je.
1755;4475;happiness;Nu ga jij er heel goed mee om, maar jij hebt ook gekke dingen gedaan.
1756;651;sadness;Voordat hij doodgaat. Ik heb Olivier ten huwelijk gevraagd en hij heeft ja gezegd. Maar nu heeft mama dat uit z'n hoofd gepraat. Wij wilden dit allebei, als symbool voor onze liefde.
1757;5829;happiness;Goed dat je meteen komt, allebei. Hai.
1759;4358;happiness;Een stuk in Spectrum', dat zou wat zijn misschien.
1760;3121;happiness;En hoe gaat deze zinderende plek straks heten?
1761;636;sadness;Ik ben er zo meteen niet meer. Dan heeft Sam jullie hard nodig.
1762;2423;happiness;Je bent een schat.
1763;573;fear;Wat heb je tegen Olivier gezegd? Sam... Wat heb je tegen hem gezegd?
1764;3068;fear;Zorg ervoor dat dit niet verder uit de hand loopt. Afgesproken?
1766;2180;sadness;Me zoeken heeft geen zin. Ik kom niet terug. Ik kan je niet zeggen hoeveel pijn me dit doet. Maar ik hoop dat je ooit begrijpt dat ik niet anders kan.
1768;5795;sadness;Hij heeft 'n rotperiode, hij is gefrustreerd. Het gaat wel over.
1769;4151;disgust;Dit is 't laatste wat je voor hem kan doen. Ga niet op de dramatische toer.
1770;7491;fear;Ja... Ben bang dat je er weinig aan kan doen. Of luistert ie zijn voicemail niet af en komt Sam met die foto.
1771;8501;disgust;Je lijkt Job wel. Nee, voor mij verandert er niks. Voor hem wel. Hij kan lekker geilen op die wijven... die hem hitsige foto's en berichten sturen.
1773;6640;sadness;Ik had niet uit dat vliegtuig moeten stappen. Ik had naar Amerika moeten gaan.
1774;2463;anger;Alsjeblieft, hou op, allebei. Sjoerd, het is echt zo.
1776;3407;fear;Zou ik even goed over nadenken, want deze man...
1777;632;fear;Maar hoe is het nou met jullie? Het is toch niet uit?
1778;3095;sadness;Bing. We moeten praten.
1779;5561;happiness;Bedankt. En jij ook.
1780;7858;disgust;Nou, dank je wel.
1781;7824;fear;Straks zie ik Teddy nooit meer terug.
1782;4846;happiness;Lieverd, hee. Hai. Eindelijk kunnen we bijpraten. Ik heb je zo gemist.
1783;3922;happiness;Borrelen we een uurtje en dan zweef ik zo weg. Klinkt best mooi, toch?
1784;7902;disgust;Een behoorlijk slechte prijs eerlijk gezegd.
1785;520;happiness;Picknickje op de gang?
1786;6232;happiness;Dus het komt gewoon goed, je had gelijk.
1787;3255;neutrality;Namens mij deze keer. Dus vertel ze dat maar. Laura.
1789;1873;anger;Je hebt me gewoon bewust opnieuw risico laten lopen.
1790;3394;sadness;Ik wil graag dat je haar steunt, omdat ik het niet kan.
1791;8251;happiness;Ga maar 'n beetje tegen 'm aanstaan. Haal 'm aan. Als ze maar zien dat je meteen zin in 'm krijgt, ja?
1792;6099;happiness;Daar herken ik me in. 100%.
1793;5222;sadness;Sorry jongens. Het is tijd.
1794;2030;happiness;Zo, aan het laatste avondmaal?
1795;6375;fear;Want ik liep net langs 't zaaltje. Vind je 't niet riskant...
1796;8480;happiness;Die investeringen komen goed vandaag. Dat weet ik zeker.
1797;7351;surprise;Hee. Jij zou toch pas morgen thuiskomen?
1798;5096;fear;De pijn wordt steeds erger.
1799;2512;fear;Ays, doe het niet.
1800;4500;anger;Maar ik wil me niet meer schamen. Ik wil niet meer geheimzinnig doen.
1801;535;fear;Weet je dat wel zeker?
1802;5384;happiness;Ze mag waarschijnlijk over een week al naar huis.
1803;338;happiness;Tss... Goeie.
1804;8004;happiness;Leef je leven.
1806;57;happiness;Maar jij en ik zijn echt, geloof me alsjeblieft. Hoe is het begonnen?
1807;407;happiness;Je moet wel goed eten, hoor. Misschien kan jij ons trakteren op een heerlijk ijsje van beneden.
1808;5167;fear;Um... Nou ja, is dat niet 'n beetje gek? Ik bedoel... Er mag best op gedronken worden, toch?
1809;1640;disgust;Je zou zeker 'n vlag hebben uitgehangen... toen je hoorde dat we uit elkaar gingen.
1810;7653;happiness;Focus. Ja. Ik hoop dat jullie gelukkig worden. Dat had ik 'n maand geleden niet kunnen denken. Ik vind 't bijzonder dat ik hier met jullie ben. aanstaande schoonfamilie.
1811;1456;happiness;Voila.
1812;3575;neutrality;Ik moet mijn cadeautje nog inpakken.
1813;1647;happiness;En de eerste maanden tussen ons waren fantastisch.
